AAR,BYDEL,DISTRIKTSNAVN,HUSTYP,FAMILIEGRUPPE,FAMILIETYPE,BRUTTOINDKOM,INDKOMSTKATEGORI,HUSTANDE
2006,7,7. Brønshøj-Husum,6,Par,Par 2 børn,3,100.000-149.999 kr.,10
2006,7,7. Brønshøj-Husum,6,Par,Par 2 børn,4,150.000-199.999 kr.,20
2006,7,7. Brønshøj-Husum,6,Par,Par 2 børn,5,200.000-299.999 kr.,96
2006,7,7. Brønshøj-Husum,6,Par,Par 2 børn,6,300.000-399.999 kr.,122
2006,7,7. Brønshøj-Husum,6,Par,Par 2 børn,7,400.000-499.999 kr.,142
2006,7,7. Brønshøj-Husum,6,Par,Par 2 børn,8,500.000-599.999 kr.,230
2006,7,7. Brønshøj-Husum,6,Par,Par 2 børn,9,600.000-699.999 kr.,239
2006,7,7. Brønshøj-Husum,6,Par,Par 2 børn,10,700.000 kr. og derover,748
2006,7,7. Brønshøj-Husum,7,Par,Par 3 eller flere børn,1,-49.999 kr.,5
2006,7,7. Brønshøj-Husum,7,Par,Par 3 eller flere børn,2,50.000-99.999 kr.,2
2006,7,7. Brønshøj-Husum,7,Par,Par 3 eller flere børn,3,100.000-149.999 kr.,10
2006,7,7. Brønshøj-Husum,7,Par,Par 3 eller flere børn,4,150.000-199.999 kr.,14
2006,7,7. Brønshøj-Husum,7,Par,Par 3 eller flere børn,5,200.000-299.999 kr.,130
2006,7,7. Brønshøj-Husum,7,Par,Par 3 eller flere børn,6,300.000-399.999 kr.,105
2006,7,7. Brønshøj-Husum,7,Par,Par 3 eller flere børn,7,400.000-499.999 kr.,79
2006,7,7. Brønshøj-Husum,7,Par,Par 3 eller flere børn,8,500.000-599.999 kr.,78
2006,7,7. Brønshøj-Husum,7,Par,Par 3 eller flere børn,9,600.000-699.999 kr.,62
2006,7,7. Brønshøj-Husum,7,Par,Par 3 eller flere børn,10,700.000 kr. og derover,225
2006,7,7. Brønshøj-Husum,8,Hustande med 2 eller flere familier,,1,-49.999 kr.,12
2006,7,7. Brønshøj-Husum,8,Hustande med 2 eller flere familier,,2,50.000-99.999 kr.,14
2006,7,7. Brønshøj-Husum,8,Hustande med 2 eller flere familier,,3,100.000-149.999 kr.,40
2006,7,7. Brønshøj-Husum,8,Hustande med 2 eller flere familier,,4,150.000-199.999 kr.,58
2006,7,7. Brønshøj-Husum,8,Hustande med 2 eller flere familier,,5,200.000-299.999 kr.,220
2006,7,7. Brønshøj-Husum,8,Hustande med 2 eller flere familier,,6,300.000-399.999 kr.,227
2006,7,7. Brønshøj-Husum,8,Hustande med 2 eller flere familier,,7,400.000-499.999 kr.,234
2006,7,7. Brønshøj-Husum,8,Hustande med 2 eller flere familier,,8,500.000-599.999 kr.,173
2006,7,7. Brønshøj-Husum,8,Hustande med 2 eller flere familier,,9,600.000-699.999 kr.,157
2006,7,7. Brønshøj-Husum,8,Hustande med 2 eller flere familier,,10,700.000 kr. og derover,427
2006,8,8. Bispebjerg,1,Enlige,Enlige uden børn,1,-49.999 kr.,367
2006,8,8. Bispebjerg,1,Enlige,Enlige uden børn,2,50.000-99.999 kr.,886
2006,8,8. Bispebjerg,1,Enlige,Enlige uden børn,3,100.000-149.999 kr.,5504
2006,8,8. Bispebjerg,1,Enlige,Enlige uden børn,4,150.000-199.999 kr.,2521
2006,8,8. Bispebjerg,1,Enlige,Enlige uden børn,5,200.000-299.999 kr.,3394
2006,8,8. Bispebjerg,1,Enlige,Enlige uden børn,6,300.000-399.999 kr.,2087
2006,8,8. Bispebjerg,1,Enlige,Enlige uden børn,7,400.000-499.999 kr.,585
2006,8,8. Bispebjerg,1,Enlige,Enlige uden børn,8,500.000-599.999 kr.,161
2006,8,8. Bispebjerg,1,Enlige,Enlige uden børn,9,600.000-699.999 kr.,64
2006,8,8. Bispebjerg,1,Enlige,Enlige uden børn,10,700.000 kr. og derover,61
2006,8,8. Bispebjerg,2,Enlige,Enlige med børn,1,-49.999 kr.,16
2006,8,8. Bispebjerg,2,Enlige,Enlige med børn,2,50.000-99.999 kr.,36
2006,8,8. Bispebjerg,2,Enlige,Enlige med børn,3,100.000-149.999 kr.,402
2006,8,8. Bispebjerg,2,Enlige,Enlige med børn,4,150.000-199.999 kr.,272
2006,8,8. Bispebjerg,2,Enlige,Enlige med børn,5,200.000-299.999 kr.,447
2006,8,8. Bispebjerg,2,Enlige,Enlige med børn,6,300.000-399.999 kr.,232
2006,8,8. Bispebjerg,2,Enlige,Enlige med børn,7,400.000-499.999 kr.,95
2006,8,8. Bispebjerg,2,Enlige,Enlige med børn,8,500.000-599.999 kr.,42
2006,8,8. Bispebjerg,2,Enlige,Enlige med børn,9,600.000-699.999 kr.,14
2006,8,8. Bispebjerg,2,Enlige,Enlige med børn,10,700.000 kr. og derover,8
2006,8,8. Bispebjerg,4,Par,Par uden børn,1,-49.999 kr.,21
2006,8,8. Bispebjerg,4,Par,Par uden børn,2,50.000-99.999 kr.,32
2006,8,8. Bispebjerg,4,Par,Par uden børn,3,100.000-149.999 kr.,101
2006,8,8. Bispebjerg,4,Par,Par uden børn,4,150.000-199.999 kr.,356
2006,8,8. Bispebjerg,4,Par,Par uden børn,5,200.000-299.999 kr.,919
2006,8,8. Bispebjerg,4,Par,Par uden børn,6,300.000-399.999 kr.,781
2006,8,8. Bispebjerg,4,Par,Par uden børn,7,400.000-499.999 kr.,653
2006,8,8. Bispebjerg,4,Par,Par uden børn,8,500.000-599.999 kr.,558
2006,8,8. Bispebjerg,4,Par,Par uden børn,9,600.000-699.999 kr.,401
2006,8,8. Bispebjerg,4,Par,Par uden børn,10,700.000 kr. og derover,456
2006,8,8. Bispebjerg,5,Par,Par 1 barn,1,-49.999 kr.,14
2006,8,8. Bispebjerg,5,Par,Par 1 barn,2,50.000-99.999 kr.,4
2006,8,8. Bispebjerg,5,Par,Par 1 barn,3,100.000-149.999 kr.,18
2006,8,8. Bispebjerg,5,Par,Par 1 barn,4,150.000-199.999 kr.,31
2006,8,8. Bispebjerg,5,Par,Par 1 barn,5,200.000-299.999 kr.,122
2006,8,8. Bispebjerg,5,Par,Par 1 barn,6,300.000-399.999 kr.,153
2006,8,8. Bispebjerg,5,Par,Par 1 barn,7,400.000-499.999 kr.,198
2006,8,8. Bispebjerg,5,Par,Par 1 barn,8,500.000-599.999 kr.,203
2006,8,8. Bispebjerg,5,Par,Par 1 barn,9,600.000-699.999 kr.,173
2006,8,8. Bispebjerg,5,Par,Par 1 barn,10,700.000 kr. og derover,254
2006,8,8. Bispebjerg,6,Par,Par 2 børn,1,-49.999 kr.,2
2006,8,8. Bispebjerg,6,Par,Par 2 børn,2,50.000-99.999 kr.,5
2006,8,8. Bispebjerg,6,Par,Par 2 børn,3,100.000-149.999 kr.,19
2006,8,8. Bispebjerg,6,Par,Par 2 børn,4,150.000-199.999 kr.,15
2006,8,8. Bispebjerg,6,Par,Par 2 børn,5,200.000-299.999 kr.,98
2006,8,8. Bispebjerg,6,Par,Par 2 børn,6,300.000-399.999 kr.,112
2006,8,8. Bispebjerg,6,Par,Par 2 børn,7,400.000-499.999 kr.,140
2006,8,8. Bispebjerg,6,Par,Par 2 børn,8,500.000-599.999 kr.,164
2006,8,8. Bispebjerg,6,Par,Par 2 børn,9,600.000-699.999 kr.,103
2006,8,8. Bispebjerg,6,Par,Par 2 børn,10,700.000 kr. og derover,292
2006,8,8. Bispebjerg,7,Par,Par 3 eller flere børn,1,-49.999 kr.,2
2006,8,8. Bispebjerg,7,Par,Par 3 eller flere børn,2,50.000-99.999 kr.,1
2006,8,8. Bispebjerg,7,Par,Par 3 eller flere børn,3,100.000-149.999 kr.,11
2006,8,8. Bispebjerg,7,Par,Par 3 eller flere børn,4,150.000-199.999 kr.,14
2006,8,8. Bispebjerg,7,Par,Par 3 eller flere børn,5,200.000-299.999 kr.,73
2006,8,8. Bispebjerg,7,Par,Par 3 eller flere børn,6,300.000-399.999 kr.,95
2006,8,8. Bispebjerg,7,Par,Par 3 eller flere børn,7,400.000-499.999 kr.,42
2006,8,8. Bispebjerg,7,Par,Par 3 eller flere børn,8,500.000-599.999 kr.,53
2006,8,8. Bispebjerg,7,Par,Par 3 eller flere børn,9,600.000-699.999 kr.,29
2006,8,8. Bispebjerg,7,Par,Par 3 eller flere børn,10,700.000 kr. og derover,77
2006,8,8. Bispebjerg,8,Hustande med 2 eller flere familier,,1,-49.999 kr.,36
2006,8,8. Bispebjerg,8,Hustande med 2 eller flere familier,,2,50.000-99.999 kr.,41
2006,8,8. Bispebjerg,8,Hustande med 2 eller flere familier,,3,100.000-149.999 kr.,120
2006,8,8. Bispebjerg,8,Hustande med 2 eller flere familier,,4,150.000-199.999 kr.,192
2006,8,8. Bispebjerg,8,Hustande med 2 eller flere familier,,5,200.000-299.999 kr.,501
2006,8,8. Bispebjerg,8,Hustande med 2 eller flere familier,,6,300.000-399.999 kr.,495
2006,8,8. Bispebjerg,8,Hustande med 2 eller flere familier,,7,400.000-499.999 kr.,443
2006,8,8. Bispebjerg,8,Hustande med 2 eller flere familier,,8,500.000-599.999 kr.,283
2006,8,8. Bispebjerg,8,Hustande med 2 eller flere familier,,9,600.000-699.999 kr.,224
2006,8,8. Bispebjerg,8,Hustande med 2 eller flere familier,,10,700.000 kr. og derover,340
2006,9,9. Amager Øst,1,Enlige,Enlige uden børn,1,-49.999 kr.,352
2006,9,9. Amager Øst,1,Enlige,Enlige uden børn,2,50.000-99.999 kr.,943
2006,9,9. Amager Øst,1,Enlige,Enlige uden børn,3,100.000-149.999 kr.,4098
2006,9,9. Amager Øst,1,Enlige,Enlige uden børn,4,150.000-199.999 kr.,2146
2006,9,9. Amager Øst,1,Enlige,Enlige uden børn,5,200.000-299.999 kr.,3363
2006,9,9. Amager Øst,1,Enlige,Enlige uden børn,6,300.000-399.999 kr.,2485
2006,9,9. Amager Øst,1,Enlige,Enlige uden børn,7,400.000-499.999 kr.,837
2006,9,9. Amager Øst,1,Enlige,Enlige uden børn,8,500.000-599.999 kr.,236
2006,9,9. Amager Øst,1,Enlige,Enlige uden børn,9,600.000-699.999 kr.,107
2006,9,9. Amager Øst,1,Enlige,Enlige uden børn,10,700.000 kr. og derover,95
2006,9,9. Amager Øst,2,Enlige,Enlige med børn,1,-49.999 kr.,28
2006,9,9. Amager Øst,2,Enlige,Enlige med børn,2,50.000-99.999 kr.,48
2006,9,9. Amager Øst,2,Enlige,Enlige med børn,3,100.000-149.999 kr.,295
2006,9,9. Amager Øst,2,Enlige,Enlige med børn,4,150.000-199.999 kr.,260
2006,9,9. Amager Øst,2,Enlige,Enlige med børn,5,200.000-299.999 kr.,459
2006,9,9. Amager Øst,2,Enlige,Enlige med børn,6,300.000-399.999 kr.,308
2006,9,9. Amager Øst,2,Enlige,Enlige med børn,7,400.000-499.999 kr.,126
2006,9,9. Amager Øst,2,Enlige,Enlige med børn,8,500.000-599.999 kr.,38
2006,9,9. Amager Øst,2,Enlige,Enlige med børn,9,600.000-699.999 kr.,26
2006,9,9. Amager Øst,2,Enlige,Enlige med børn,10,700.000 kr. og derover,15
2006,9,9. Amager Øst,4,Par,Par uden børn,1,-49.999 kr.,41
2006,9,9. Amager Øst,4,Par,Par uden børn,2,50.000-99.999 kr.,61
2006,9,9. Amager Øst,4,Par,Par uden børn,3,100.000-149.999 kr.,116
2006,9,9. Amager Øst,4,Par,Par uden børn,4,150.000-199.999 kr.,372
2006,9,9. Amager Øst,4,Par,Par uden børn,5,200.000-299.999 kr.,936
2006,9,9. Amager Øst,4,Par,Par uden børn,6,300.000-399.999 kr.,967
2006,9,9. Amager Øst,4,Par,Par uden børn,7,400.000-499.999 kr.,836
2006,9,9. Amager Øst,4,Par,Par uden børn,8,500.000-599.999 kr.,747
2006,9,9. Amager Øst,4,Par,Par uden børn,9,600.000-699.999 kr.,566
2006,9,9. Amager Øst,4,Par,Par uden børn,10,700.000 kr. og derover,682
2006,9,9. Amager Øst,5,Par,Par 1 barn,1,-49.999 kr.,9
2006,9,9. Amager Øst,5,Par,Par 1 barn,2,50.000-99.999 kr.,12
2006,9,9. Amager Øst,5,Par,Par 1 barn,3,100.000-149.999 kr.,24
2006,9,9. Amager Øst,5,Par,Par 1 barn,4,150.000-199.999 kr.,49
2006,9,9. Amager Øst,5,Par,Par 1 barn,5,200.000-299.999 kr.,114
2006,9,9. Amager Øst,5,Par,Par 1 barn,6,300.000-399.999 kr.,165
2006,9,9. Amager Øst,5,Par,Par 1 barn,7,400.000-499.999 kr.,229
2006,9,9. Amager Øst,5,Par,Par 1 barn,8,500.000-599.999 kr.,307
2006,9,9. Amager Øst,5,Par,Par 1 barn,9,600.000-699.999 kr.,239
2006,9,9. Amager Øst,5,Par,Par 1 barn,10,700.000 kr. og derover,415
2006,9,9. Amager Øst,6,Par,Par 2 børn,1,-49.999 kr.,3
2006,9,9. Amager Øst,6,Par,Par 2 børn,3,100.000-149.999 kr.,14
2006,9,9. Amager Øst,6,Par,Par 2 børn,4,150.000-199.999 kr.,21
2006,9,9. Amager Øst,6,Par,Par 2 børn,5,200.000-299.999 kr.,87
2006,9,9. Amager Øst,6,Par,Par 2 børn,6,300.000-399.999 kr.,125
2006,9,9. Amager Øst,6,Par,Par 2 børn,7,400.000-499.999 kr.,134
2006,9,9. Amager Øst,6,Par,Par 2 børn,8,500.000-599.999 kr.,221
2006,9,9. Amager Øst,6,Par,Par 2 børn,9,600.000-699.999 kr.,257
2006,9,9. Amager Øst,6,Par,Par 2 børn,10,700.000 kr. og derover,475
2006,9,9. Amager Øst,7,Par,Par 3 eller flere børn,1,-49.999 kr.,1
2006,9,9. Amager Øst,7,Par,Par 3 eller flere børn,2,50.000-99.999 kr.,5
2006,9,9. Amager Øst,7,Par,Par 3 eller flere børn,3,100.000-149.999 kr.,5
2006,9,9. Amager Øst,7,Par,Par 3 eller flere børn,4,150.000-199.999 kr.,10
2006,9,9. Amager Øst,7,Par,Par 3 eller flere børn,5,200.000-299.999 kr.,55
2006,9,9. Amager Øst,7,Par,Par 3 eller flere børn,6,300.000-399.999 kr.,58
2006,9,9. Amager Øst,7,Par,Par 3 eller flere børn,7,400.000-499.999 kr.,47
2006,9,9. Amager Øst,7,Par,Par 3 eller flere børn,8,500.000-599.999 kr.,60
2006,9,9. Amager Øst,7,Par,Par 3 eller flere børn,9,600.000-699.999 kr.,45
2006,9,9. Amager Øst,7,Par,Par 3 eller flere børn,10,700.000 kr. og derover,113
2006,9,9. Amager Øst,8,Hustande med 2 eller flere familier,,1,-49.999 kr.,48
2006,9,9. Amager Øst,8,Hustande med 2 eller flere familier,,2,50.000-99.999 kr.,38
2006,9,9. Amager Øst,8,Hustande med 2 eller flere familier,,3,100.000-149.999 kr.,110
2006,9,9. Amager Øst,8,Hustande med 2 eller flere familier,,4,150.000-199.999 kr.,156
2006,9,9. Amager Øst,8,Hustande med 2 eller flere familier,,5,200.000-299.999 kr.,379
2006,9,9. Amager Øst,8,Hustande med 2 eller flere familier,,6,300.000-399.999 kr.,419
2006,9,9. Amager Øst,8,Hustande med 2 eller flere familier,,7,400.000-499.999 kr.,355
2006,9,9. Amager Øst,8,Hustande med 2 eller flere familier,,8,500.000-599.999 kr.,286
2006,9,9. Amager Øst,8,Hustande med 2 eller flere familier,,9,600.000-699.999 kr.,220
2006,9,9. Amager Øst,8,Hustande med 2 eller flere familier,,10,700.000 kr. og derover,393
2006,10,10. Amager Vest,1,Enlige,Enlige uden børn,1,-49.999 kr.,428
2006,10,10. Amager Vest,1,Enlige,Enlige uden børn,2,50.000-99.999 kr.,1181
2006,10,10. Amager Vest,1,Enlige,Enlige uden børn,3,100.000-149.999 kr.,3971
2006,10,10. Amager Vest,1,Enlige,Enlige uden børn,4,150.000-199.999 kr.,2046
2006,10,10. Amager Vest,1,Enlige,Enlige uden børn,5,200.000-299.999 kr.,2573
2006,10,10. Amager Vest,1,Enlige,Enlige uden børn,6,300.000-399.999 kr.,1962
2006,10,10. Amager Vest,1,Enlige,Enlige uden børn,7,400.000-499.999 kr.,748
2006,10,10. Amager Vest,1,Enlige,Enlige uden børn,8,500.000-599.999 kr.,245
2006,10,10. Amager Vest,1,Enlige,Enlige uden børn,9,600.000-699.999 kr.,127
2006,10,10. Amager Vest,1,Enlige,Enlige uden børn,10,700.000 kr. og derover,169
2006,10,10. Amager Vest,2,Enlige,Enlige med børn,1,-49.999 kr.,20
2006,10,10. Amager Vest,2,Enlige,Enlige med børn,2,50.000-99.999 kr.,35
2006,10,10. Amager Vest,2,Enlige,Enlige med børn,3,100.000-149.999 kr.,332
2006,10,10. Amager Vest,2,Enlige,Enlige med børn,4,150.000-199.999 kr.,282
2006,10,10. Amager Vest,2,Enlige,Enlige med børn,5,200.000-299.999 kr.,557
2006,10,10. Amager Vest,2,Enlige,Enlige med børn,6,300.000-399.999 kr.,356
2006,10,10. Amager Vest,2,Enlige,Enlige med børn,7,400.000-499.999 kr.,152
2006,10,10. Amager Vest,2,Enlige,Enlige med børn,8,500.000-599.999 kr.,78
2006,10,10. Amager Vest,2,Enlige,Enlige med børn,9,600.000-699.999 kr.,19
2006,10,10. Amager Vest,2,Enlige,Enlige med børn,10,700.000 kr. og derover,22
2006,10,10. Amager Vest,4,Par,Par uden børn,1,-49.999 kr.,27
2006,10,10. Amager Vest,4,Par,Par uden børn,2,50.000-99.999 kr.,40
2006,10,10. Amager Vest,4,Par,Par uden børn,3,100.000-149.999 kr.,101
2006,10,10. Amager Vest,4,Par,Par uden børn,4,150.000-199.999 kr.,300
2006,10,10. Amager Vest,4,Par,Par uden børn,5,200.000-299.999 kr.,950
2006,10,10. Amager Vest,4,Par,Par uden børn,6,300.000-399.999 kr.,860
2006,10,10. Amager Vest,4,Par,Par uden børn,7,400.000-499.999 kr.,765
2006,10,10. Amager Vest,4,Par,Par uden børn,8,500.000-599.999 kr.,743
2006,10,10. Amager Vest,4,Par,Par uden børn,9,600.000-699.999 kr.,616
2006,10,10. Amager Vest,4,Par,Par uden børn,10,700.000 kr. og derover,1000
2006,10,10. Amager Vest,5,Par,Par 1 barn,1,-49.999 kr.,7
2006,10,10. Amager Vest,5,Par,Par 1 barn,2,50.000-99.999 kr.,8
2006,10,10. Amager Vest,5,Par,Par 1 barn,3,100.000-149.999 kr.,15
2006,10,10. Amager Vest,5,Par,Par 1 barn,4,150.000-199.999 kr.,47
2006,10,10. Amager Vest,5,Par,Par 1 barn,5,200.000-299.999 kr.,102
2006,10,10. Amager Vest,5,Par,Par 1 barn,6,300.000-399.999 kr.,157
2006,10,10. Amager Vest,5,Par,Par 1 barn,7,400.000-499.999 kr.,250
2006,10,10. Amager Vest,5,Par,Par 1 barn,8,500.000-599.999 kr.,340
2006,10,10. Amager Vest,5,Par,Par 1 barn,9,600.000-699.999 kr.,294
2006,10,10. Amager Vest,5,Par,Par 1 barn,10,700.000 kr. og derover,532
2006,10,10. Amager Vest,6,Par,Par 2 børn,1,-49.999 kr.,6
2006,10,10. Amager Vest,6,Par,Par 2 børn,2,50.000-99.999 kr.,3
2006,10,10. Amager Vest,6,Par,Par 2 børn,3,100.000-149.999 kr.,8
2006,10,10. Amager Vest,6,Par,Par 2 børn,4,150.000-199.999 kr.,16
2006,10,10. Amager Vest,6,Par,Par 2 børn,5,200.000-299.999 kr.,86
2006,10,10. Amager Vest,6,Par,Par 2 børn,6,300.000-399.999 kr.,141
2006,10,10. Amager Vest,6,Par,Par 2 børn,7,400.000-499.999 kr.,193
2006,10,10. Amager Vest,6,Par,Par 2 børn,8,500.000-599.999 kr.,260
2006,10,10. Amager Vest,6,Par,Par 2 børn,9,600.000-699.999 kr.,278
2006,10,10. Amager Vest,6,Par,Par 2 børn,10,700.000 kr. og derover,446
2006,10,10. Amager Vest,7,Par,Par 3 eller flere børn,1,-49.999 kr.,1
2006,10,10. Amager Vest,7,Par,Par 3 eller flere børn,2,50.000-99.999 kr.,2
2006,10,10. Amager Vest,7,Par,Par 3 eller flere børn,3,100.000-149.999 kr.,11
2006,10,10. Amager Vest,7,Par,Par 3 eller flere børn,4,150.000-199.999 kr.,15
2006,10,10. Amager Vest,7,Par,Par 3 eller flere børn,5,200.000-299.999 kr.,109
2006,10,10. Amager Vest,7,Par,Par 3 eller flere børn,6,300.000-399.999 kr.,85
2006,10,10. Amager Vest,7,Par,Par 3 eller flere børn,7,400.000-499.999 kr.,56
2006,10,10. Amager Vest,7,Par,Par 3 eller flere børn,8,500.000-599.999 kr.,78
2006,10,10. Amager Vest,7,Par,Par 3 eller flere børn,9,600.000-699.999 kr.,51
2006,10,10. Amager Vest,7,Par,Par 3 eller flere børn,10,700.000 kr. og derover,112
2006,10,10. Amager Vest,8,Hustande med 2 eller flere familier,,1,-49.999 kr.,52
2006,10,10. Amager Vest,8,Hustande med 2 eller flere familier,,2,50.000-99.999 kr.,53
2006,10,10. Amager Vest,8,Hustande med 2 eller flere familier,,3,100.000-149.999 kr.,107
2006,10,10. Amager Vest,8,Hustande med 2 eller flere familier,,4,150.000-199.999 kr.,133
2006,10,10. Amager Vest,8,Hustande med 2 eller flere familier,,5,200.000-299.999 kr.,433
2006,10,10. Amager Vest,8,Hustande med 2 eller flere familier,,6,300.000-399.999 kr.,380
2006,10,10. Amager Vest,8,Hustande med 2 eller flere familier,,7,400.000-499.999 kr.,349
2006,10,10. Amager Vest,8,Hustande med 2 eller flere familier,,8,500.000-599.999 kr.,286
2006,10,10. Amager Vest,8,Hustande med 2 eller flere familier,,9,600.000-699.999 kr.,243
2006,10,10. Amager Vest,8,Hustande med 2 eller flere familier,,10,700.000 kr. og derover,512
2006,99,Uden for inddeling,8,Hustande med 2 eller flere familier,,6,300.000-399.999 kr.,1
2006,99,Uden for inddeling,8,Hustande med 2 eller flere familier,,10,700.000 kr. og derover,1
2005,1,1. Indre By,1,Enlige,Enlige uden børn,1,-49.999 kr.,653
2005,1,1. Indre By,1,Enlige,Enlige uden børn,2,50.000-99.999 kr.,792
2005,1,1. Indre By,1,Enlige,Enlige uden børn,3,100.000-149.999 kr.,2586
2005,1,1. Indre By,1,Enlige,Enlige uden børn,4,150.000-199.999 kr.,1571
2005,1,1. Indre By,1,Enlige,Enlige uden børn,5,200.000-299.999 kr.,2378
2005,1,1. Indre By,1,Enlige,Enlige uden børn,6,300.000-399.999 kr.,1895
2005,1,1. Indre By,1,Enlige,Enlige uden børn,7,400.000-499.999 kr.,993
2005,1,1. Indre By,1,Enlige,Enlige uden børn,8,500.000-599.999 kr.,487
2005,1,1. Indre By,1,Enlige,Enlige uden børn,9,600.000-699.999 kr.,256
2005,1,1. Indre By,1,Enlige,Enlige uden børn,10,700.000 kr. og derover,443
2005,1,1. Indre By,2,Enlige,Enlige med børn,1,-49.999 kr.,55
2005,1,1. Indre By,2,Enlige,Enlige med børn,2,50.000-99.999 kr.,40
2005,1,1. Indre By,2,Enlige,Enlige med børn,3,100.000-149.999 kr.,147
2005,1,1. Indre By,2,Enlige,Enlige med børn,4,150.000-199.999 kr.,152
2005,1,1. Indre By,2,Enlige,Enlige med børn,5,200.000-299.999 kr.,319
2005,1,1. Indre By,2,Enlige,Enlige med børn,6,300.000-399.999 kr.,273
2005,1,1. Indre By,2,Enlige,Enlige med børn,7,400.000-499.999 kr.,154
2005,1,1. Indre By,2,Enlige,Enlige med børn,8,500.000-599.999 kr.,60
2005,1,1. Indre By,2,Enlige,Enlige med børn,9,600.000-699.999 kr.,26
2005,1,1. Indre By,2,Enlige,Enlige med børn,10,700.000 kr. og derover,36
2005,1,1. Indre By,4,Par,Par uden børn,1,-49.999 kr.,65
2005,1,1. Indre By,4,Par,Par uden børn,2,50.000-99.999 kr.,68
2005,1,1. Indre By,4,Par,Par uden børn,3,100.000-149.999 kr.,118
2005,1,1. Indre By,4,Par,Par uden børn,4,150.000-199.999 kr.,226
2005,1,1. Indre By,4,Par,Par uden børn,5,200.000-299.999 kr.,595
2005,1,1. Indre By,4,Par,Par uden børn,6,300.000-399.999 kr.,682
2005,1,1. Indre By,4,Par,Par uden børn,7,400.000-499.999 kr.,647
2005,1,1. Indre By,4,Par,Par uden børn,8,500.000-599.999 kr.,599
2005,1,1. Indre By,4,Par,Par uden børn,9,600.000-699.999 kr.,547
2005,1,1. Indre By,4,Par,Par uden børn,10,700.000 kr. og derover,1524
2005,1,1. Indre By,5,Par,Par 1 barn,1,-49.999 kr.,19
2005,1,1. Indre By,5,Par,Par 1 barn,2,50.000-99.999 kr.,10
2005,1,1. Indre By,5,Par,Par 1 barn,3,100.000-149.999 kr.,17
2005,1,1. Indre By,5,Par,Par 1 barn,4,150.000-199.999 kr.,37
2005,1,1. Indre By,5,Par,Par 1 barn,5,200.000-299.999 kr.,88
2005,1,1. Indre By,5,Par,Par 1 barn,6,300.000-399.999 kr.,131
2005,1,1. Indre By,5,Par,Par 1 barn,7,400.000-499.999 kr.,170
2005,1,1. Indre By,5,Par,Par 1 barn,8,500.000-599.999 kr.,210
2005,1,1. Indre By,5,Par,Par 1 barn,9,600.000-699.999 kr.,179
2005,1,1. Indre By,5,Par,Par 1 barn,10,700.000 kr. og derover,563
2005,1,1. Indre By,6,Par,Par 2 børn,1,-49.999 kr.,15
2005,1,1. Indre By,6,Par,Par 2 børn,2,50.000-99.999 kr.,9
2005,1,1. Indre By,6,Par,Par 2 børn,3,100.000-149.999 kr.,18
2005,1,1. Indre By,6,Par,Par 2 børn,4,150.000-199.999 kr.,16
2005,1,1. Indre By,6,Par,Par 2 børn,5,200.000-299.999 kr.,44
2005,1,1. Indre By,6,Par,Par 2 børn,6,300.000-399.999 kr.,79
2005,1,1. Indre By,6,Par,Par 2 børn,7,400.000-499.999 kr.,116
2005,1,1. Indre By,6,Par,Par 2 børn,8,500.000-599.999 kr.,162
2005,1,1. Indre By,6,Par,Par 2 børn,9,600.000-699.999 kr.,156
2005,1,1. Indre By,6,Par,Par 2 børn,10,700.000 kr. og derover,515
2005,1,1. Indre By,7,Par,Par 3 eller flere børn,1,-49.999 kr.,7
2005,1,1. Indre By,7,Par,Par 3 eller flere børn,2,50.000-99.999 kr.,2
2005,1,1. Indre By,7,Par,Par 3 eller flere børn,3,100.000-149.999 kr.,4
2005,1,1. Indre By,7,Par,Par 3 eller flere børn,4,150.000-199.999 kr.,4
2005,1,1. Indre By,7,Par,Par 3 eller flere børn,5,200.000-299.999 kr.,21
2005,1,1. Indre By,7,Par,Par 3 eller flere børn,6,300.000-399.999 kr.,19
2005,1,1. Indre By,7,Par,Par 3 eller flere børn,7,400.000-499.999 kr.,27
2005,1,1. Indre By,7,Par,Par 3 eller flere børn,8,500.000-599.999 kr.,31
2005,1,1. Indre By,7,Par,Par 3 eller flere børn,9,600.000-699.999 kr.,36
2005,1,1. Indre By,7,Par,Par 3 eller flere børn,10,700.000 kr. og derover,126
2005,1,1. Indre By,8,Hustande med 2 eller flere familier,,1,-49.999 kr.,116
2005,1,1. Indre By,8,Hustande med 2 eller flere familier,,2,50.000-99.999 kr.,84
2005,1,1. Indre By,8,Hustande med 2 eller flere familier,,3,100.000-149.999 kr.,133
2005,1,1. Indre By,8,Hustande med 2 eller flere familier,,4,150.000-199.999 kr.,199
2005,1,1. Indre By,8,Hustande med 2 eller flere familier,,5,200.000-299.999 kr.,443
2005,1,1. Indre By,8,Hustande med 2 eller flere familier,,6,300.000-399.999 kr.,392
2005,1,1. Indre By,8,Hustande med 2 eller flere familier,,7,400.000-499.999 kr.,357
2005,1,1. Indre By,8,Hustande med 2 eller flere familier,,8,500.000-599.999 kr.,323
2005,1,1. Indre By,8,Hustande med 2 eller flere familier,,9,600.000-699.999 kr.,225
2005,1,1. Indre By,8,Hustande med 2 eller flere familier,,10,700.000 kr. og derover,650
2005,2,2. Østerbro,1,Enlige,Enlige uden børn,1,-49.999 kr.,687
